id,IP_ES_25_N1,Z3_IB_4_N1,Z1_IB_10_N1,Z1_IB_5_N1,Z3_IB_8_N1,ECI_IB_4_N1,ECI_IB_5_N1,Gs(U)_IB_12_N1,Gs(U)_IB_68_N1,Gs(U)_IB_58_N1,Gs(U)_IB_60_N1,Z1_NO_sideL35_M,HP_NO_sideL35_CV,Z1_NO_sideR35_CV,Pb_NO_sideR35_S,IP_NO_sideL35_SI71,Z1_NO_PRT_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Z3_NO_UCR_N1,ECI_NO_UCR_CV,Pa_NO_BSR_SI71,ISA_NO_NPR_S,Z3_NO_NPR_V,IP_NO_PLR_S,Pb_NO_PCR_V,ECI_NO_PCR_CV,class
111,5.37,11.46,9.51,8.29,14.35,53.17,73.52,0.05,0.06,0.05,0.09,1.77,-22.98,217.19,0.41,0.6,214.79,4.22,0.52,-0.12,-4.78,0.37,0.48,-0.59,0.86,0.37,0.02,0.62,P
112,5.58,13.42,10.11,10.6,27.46,35.33,57.62,0.04,0.04,0.07,0.04,0.7,-2.43,11.2,0.78,0.54,4.52,3.33,0.52,-2.26,7.91,0.42,0.58,-0.51,1.79,0.2,0.01,0.5,P
113,-0.99,25.44,6.23,12.32,29.19,73.98,90.42,0.03,0.06,0.06,0.05,0.58,218.8,4.67,0.91,0.6,12.17,-8.98,0.55,-1.02,1.89,0.4,0.52,-0.32,1.14,0.61,0.02,0.02,P
114,3.3,29.57,8.26,8.86,16.06,37.69,37.06,0.06,0.04,0.04,0.04,1.71,-4.02,3.5,0.32,0.65,4.03,5.59,0.59,0.67,18.35,0.6,0.57,-0.71,1.52,0.09,0.02,0.56,P
115,5.87,20.56,11.02,8.35,36.62,27.24,31.19,0.04,0.04,0.04,0.05,3.22,-2.58,2.63,1.48,0.6,3.05,2.15,0.54,-0.56,-2.87,0.4,0.46,-1.56,0.37,0.44,0.01,0.5,P
116,1.04,33.64,10.58,8.67,45.84,31.96,30.64,0.09,0.13,0.13,0.13,1.79,-1.23,4.09,1.1,0.51,2.4,-1.65,0.33,-1.39,1.52,0.36,0.4,0.77,0.76,0.71,0.01,0.55,P
117,6.06,22.28,7.26,6.71,15.84,26.85,36.36,0.06,0.04,0.05,0.04,0.55,-12.88,3.63,1.61,0.57,9.03,-7.75,0.44,1,12.17,0.48,0.63,-0.95,0.72,0.75,0.01,0.02,P
118,5.39,22.48,7.23,12.13,26.17,30.6,28.08,0.03,0.09,0.08,0.05,1.98,9.19,13.25,0.51,0.5,-20.31,63.52,0.56,1.52,9.51,0.43,0.48,-0.94,1.29,0.7,0.02,0.61,P
119,0.91,14.04,12.02,7.19,73.46,34.85,31.48,0.05,0.13,0.08,0.08,0.61,-6.77,6.84,0.67,0.59,34.18,-1.98,0.44,-1.1,-0.16,0.37,0.76,0.13,0.87,0.27,0.02,0.6,P
120,9.94,15.62,7.84,16.94,29.49,77.53,73.93,0.15,0.04,0.04,0.06,3.09,-3.03,1.8,0.45,0.66,2.56,1.91,0.62,0.78,17.99,0.6,0.49,-0.66,1.23,0.29,0.02,0.6,P
121,4.79,18.64,8.75,10.13,9.07,25.18,25.51,0.05,0.05,0.03,0.04,2.79,-3.23,4.85,0.83,0.56,4.39,4.05,0.51,1.07,12.59,0.55,0.55,-1.97,0.27,0.52,0.02,0.63,P
122,-3.07,11.48,9.8,7.12,37.42,23.25,31.4,0.05,0.13,0.06,0.07,1.72,-2.36,5.67,1.7,0.5,3.32,-7.68,0.46,1.46,1.52,0.32,0.45,0.06,0.58,0.14,0.02,0.61,P
123,6.17,57.07,8.76,7.13,30.51,57.44,47.41,0.07,0.06,0.03,0.04,11.49,-13.39,10.22,0.65,0.62,13.55,2.08,0.5,1.3,6.27,0.51,0.45,-0.94,1.46,-0.05,0.02,0.62,P
124,6.51,12.11,6.55,10.25,23.57,21.27,29.44,0.06,0.05,0.2,0.21,0.63,-2.98,-3057.73,0.49,0.51,16.43,-4.64,0.43,-2.08,5.66,0.4,0.64,-0.8,1.98,0.61,0.01,0.48,P
125,5.98,19.4,12.4,12.9,22.49,272.35,123.21,0.08,0.12,0.03,0.05,1.19,-4.51,37.53,0.84,0.51,32.52,-6.09,0.46,1.34,8.31,0.54,0.49,-0.51,1.39,0.22,0.01,0.47,P
126,5.7,34.7,11.01,11.07,13.05,177.94,71.36,0.07,0.1,0.05,0.07,1.06,9.63,-46.61,0.76,0.46,-40.04,-3.24,0.48,1.64,12.61,0.52,0.55,-0.65,0.85,0.65,0.02,0.62,P
127,5.88,9.34,7.69,8.16,33.33,20.81,18.85,0.07,0.03,0.07,0.08,0.73,-2.88,2.61,0.94,0.52,3,8.02,0.58,-0.86,0.49,0.36,0.5,-0.77,1.25,0.39,0.01,0.52,P
128,6.42,29.33,8.98,6.31,30.5,54.39,55.92,0.14,0.04,0.03,0.04,0.48,6.76,8.68,0.73,0.58,-67.9,-5.35,0.51,-0.86,0.25,0.32,0.51,-0.54,0.84,0.84,0.02,0.65,P
129,5.58,16.91,16.06,9.56,14.45,52.24,50.77,0.04,0.1,0.05,0.08,4.11,-4.45,6.09,1.02,0.64,5.25,2.81,0.47,1.2,0.36,0.45,0.38,-1.08,2.05,0.31,0.02,0.53,P
130,17.19,42.43,6.91,10.34,32.45,29.93,42.58,0.07,0.13,0.13,0.13,0.67,-2.86,-34.47,2.37,0.64,9,-1.23,0.27,1.43,4.46,0.45,0.7,1.02,0.31,0.66,0.02,0.65,P
131,3.94,20.36,10.1,12,17.27,53.96,51.76,0.04,0.06,0.06,0.06,1,-16.94,-22.23,0.87,0.57,-129.53,-5.1,0.54,1.31,6.17,0.49,0.52,-1.07,1.44,0.69,0.01,0.57,P
132,4.41,34.47,10.11,10.98,30.94,155.91,102.25,0.16,0.05,0.04,0.04,0.72,-2.95,13.82,0.84,0.54,6.37,-17.97,0.57,-1.01,1.38,0.4,0.62,-0.57,0.89,0.26,0.01,0.52,P
133,12.69,64.13,9.68,10.4,35.56,81.94,80.91,0.04,0.06,0.05,0.04,0.72,46.2,-2.3,0.3,0.48,-4.53,-2.36,0.5,-0.99,1.44,0.37,0.5,-0.65,0.83,0.95,0.01,0.66,P
134,5.49,15.26,10.57,7.74,16.65,35.39,35.63,0.04,0.08,0.05,0.05,2.36,-6.86,79.01,1.1,0.55,22.33,8.62,0.51,-0.56,5.91,0.38,0.45,-0.92,1.68,0.12,0.01,0.02,P
135,4.81,21.28,10.74,11.23,13.74,162.18,84.03,0.1,0.03,0.05,0.03,1.01,-2.75,10.28,0.87,0.65,5.62,-23.69,0.53,1.13,3.23,0.46,0.51,-0.62,1.72,0.32,0.02,0.62,P
136,6.56,28.5,9.67,9.11,11.93,23.71,24.16,0.07,0.03,0.04,0.05,1.23,-71.44,9.31,1.24,0.6,-22.48,819.39,0.49,-1.45,3.74,0.32,0.56,-1,1.04,0.38,0.02,0.62,P
137,5.02,17.98,13.08,8.44,18.82,182.75,227.67,0.07,0.13,0.04,0.04,1.64,-5.5,2.17,1.37,0.63,3.81,3.55,0.59,1.33,9.39,0.5,0.53,-0.94,1.56,0.78,0.02,0.6,P
138,4.47,16.46,14.5,7.15,13.72,252.33,296.4,0.07,0.13,0.13,0.13,2.42,-4.65,2.49,-1.66,0.58,14.11,-1.16,0.3,-1.26,-3.22,0.27,0.42,0.66,0.72,0.49,0.01,0.52,P
139,7.56,13.08,6.98,9.25,24.56,23.12,23.93,0.07,0.06,0.06,0.07,1.1,-1.42,3.22,1.35,0.59,2.82,-256.9,0.51,-1.21,5.41,0.37,0.72,-0.06,1.29,0.63,0.01,0.56,P
140,-0.11,20.03,10.29,12.91,27.3,54.69,52.95,0.04,0.04,0.05,0.05,6.48,-6.64,-14.51,0.69,0.62,-29.73,-6.43,0.53,1.3,10.08,0.5,0.54,-1.08,0.63,0.59,0.02,0.57,P
141,4.71,17.45,10.13,8.56,24.83,25.13,63.07,0.06,0.39,0.08,0.05,1.06,-3.51,3.31,0.93,0.58,4.4,-9.74,0.48,1.94,13.68,0.46,0.48,-0.15,1.36,0.27,0.01,0.52,P
142,6.12,22.67,8.8,10.64,31.01,263.84,96.73,0.05,0.13,0.05,0.05,0.76,17.79,18.73,0.46,0.56,-22.52,-2.62,0.51,-0.06,-8.19,0.37,0.49,-0.77,1.41,0.81,0.01,0.71,P
143,-1.58,17.07,7.31,7.84,25.09,22.86,23.22,0.05,0.05,0.04,0.04,0.61,-10.4,24.34,0.56,0.59,-23.17,-19.87,0.57,-1.11,3.2,0.31,0.51,-0.78,1.11,0.17,0.01,0.54,P
144,14.53,33.05,11.42,13.38,29.4,26.45,29.16,0.04,0.05,0.04,0.04,0.54,-3.35,6.11,0.96,0.51,4.72,32.81,0.42,1.7,2.83,0.42,0.68,-0.88,0.74,0.46,0.02,0.6,P
145,5.08,28.84,13.6,7.13,11.95,23.04,19.96,0.05,0.08,0.26,0.13,1,-5.7,1.88,1.25,0.67,3.8,-210.81,0.58,1.55,11.46,0.46,0.62,-0.6,1.32,0.91,0.02,0.55,P
146,3.24,17.76,9.35,10.39,12.45,65.85,58.14,0.08,0.13,0.13,0.13,3.59,-2.1,2.89,2.18,0.6,2.77,-2.82,0.36,1.08,12.98,0.51,0.64,0.87,0.44,0.55,0.02,0.58,P
147,6.17,17.26,7.48,15.72,48.57,85.98,185.64,0.11,0.04,0.08,0.04,0.77,-4.97,7.78,0.71,0.64,13.01,-125.35,0.55,1.28,4.19,0.5,0.56,-0.55,1.38,0.36,0.02,0.63,P
148,5.83,30.89,15.65,11.95,27.04,82.06,41.54,0.07,0.04,0.04,0.04,0.91,-4.56,6.28,1.43,0.57,7.09,-34.05,0.37,1.4,0.31,0.41,0.41,-1.18,0.29,0.7,0.02,0.63,P
149,7.04,21.11,16.29,8.84,14.41,40.87,34.8,0.06,0.04,0.54,0.84,0.69,-3.69,2.65,1.11,0.58,3.66,-18.04,0.51,-0.18,-5.48,0.37,0.52,0.05,0.78,0.34,0.01,0.49,P
150,5.08,12.46,10.93,13.63,11.83,46.92,50.11,0.07,0.05,0.04,0.05,0.46,-35.84,162.91,0.9,0.54,-56.19,-31.15,0.56,1.5,6.22,0.48,0.56,-0.9,0.85,0.28,0.01,0.64,P
151,-1.32,37.25,33.22,12.01,37.44,38.46,33.07,0.06,0.17,0.07,0.04,0.59,-3.51,7.11,0.91,0.52,6.89,-35.03,0.5,3.39,11.19,0.46,0.59,-0.37,1.36,0.67,0.02,0.62,P
152,4.27,17.81,6.3,9.9,24.51,126.55,71.37,0.04,0.05,0.05,0.06,0.4,65.58,-12.2,0.57,0.5,-18.64,-2.61,0.49,-0.86,-1.16,0.36,0.5,-0.3,0.85,0.39,0.01,0.58,P
153,7.16,16.58,7.52,9.36,18.58,36.51,35.86,0.04,0.04,0.04,0.05,21.96,-12.52,2.36,1.26,0.63,7.14,5.08,0.58,1.25,7.4,0.48,0.55,-0.99,1.64,0.33,0.02,0.57,P
154,5.99,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.04,0.07,0.05,0.07,0.01,-7.08,0.55,0.04,-9.95,-0.62,0.26,-1.12,2.83,0.43,0.48,1.17,0.27,0.38,0.02,0.7,P
155,5.86,57.93,8.56,8.24,17.89,42.96,36.76,0.05,0.03,0.04,0.04,1.16,58.14,5.58,0.91,0.48,12.41,-24.5,0.48,-0.73,2.98,0.45,0.36,-0.28,0.99,0.23,0.02,0.58,P
156,12.52,14.05,7.17,13.28,18.16,43.67,68.56,0.06,0.06,0.04,0.03,126.15,-3.5,3.49,1.05,0.55,5.73,2.42,0.53,3,10.25,0.44,0.49,-1.07,1.98,0.1,0.02,0.62,P
157,3.74,19.49,13.55,7.32,17.98,41.92,36.94,0.06,0.03,0.09,0.07,1.02,-3.36,3.06,1.15,0.54,3.05,6.46,0.6,1.75,11.82,0.49,0.57,-0.72,1.46,0.28,0.01,0.54,P
158,5.92,86.72,13.59,14.08,73,801.37,865.18,0.19,0.06,0.04,0.04,0.55,-92.35,-8.43,0.45,0.43,19.19,-4.73,0.44,1.3,8.77,0.5,0.61,-0.09,1,0.58,0.01,0.63,P
159,15.51,11.94,12.01,8.51,23.87,82.43,95.18,0.05,0.13,0.05,0.07,0.57,-1.7,2.87,1.12,0.5,2.38,-1.55,0.35,-0.42,-3.26,0.4,0.6,0.75,0.79,-0.04,0.01,0.36,P
160,15.08,15.23,10.44,13.56,16.04,28.08,27.43,0.13,0.06,0.06,0.06,1.57,-2.27,4.26,1.26,0.53,3.06,-9.16,0.51,-1.61,4.18,0.42,0.47,-0.6,1.62,0.52,0.01,0.47,P
161,4.38,25.36,8.74,31.48,22.05,258.56,238.16,0.06,0.05,0.11,0.11,0.47,-3.33,2.31,1.21,0.57,3.47,16.35,0.51,0.71,28.49,0.67,0.66,-0.5,1.93,0.29,0.02,0.62,P
162,14.46,11.03,21.83,7.64,25.23,25.25,25.59,0.05,0.06,0.03,0.04,0.8,-12.12,4.26,1.03,0.43,9.89,-21.23,0.55,1.57,10.72,0.52,0.57,-0.96,0.63,0.4,0.01,0.58,P
163,13.65,15.77,7.37,12.86,24.19,191.45,201.6,0.05,0.11,0.03,0.06,0.51,-6.15,1.09,-0.48,0.59,1.94,19.38,0.42,1.23,10.46,0.51,0.69,0.37,0.71,0.18,0.01,0.62,P
164,5.97,15.35,6.87,10.22,53.41,74.36,73.63,0.06,0.04,0.04,0.06,0.76,-5.53,7.36,0.73,0.57,10.39,-4.94,0.51,-1.16,1.79,0.38,0.57,-0.85,1.42,0.51,0.02,0.61,P
165,5.22,15.64,9.18,10.23,26.23,124.1,200.02,0.04,0.07,0.03,0.04,1.13,-7.46,9.6,0.96,0.6,12.55,15.86,0.56,0.95,16.22,0.63,0.47,-0.75,1.24,0.3,0.02,0.6,P
166,5.35,24.48,8.17,9.52,29.96,217.14,110.9,0.08,0.04,0.05,0.05,1.1,-7.7,33.55,0.5,0.6,26.36,9.17,0.58,1.61,9.81,0.46,0.55,-0.82,0.92,0.36,0.02,0.62,P
167,6.11,13.62,14.74,9.53,10.82,29.15,39.2,0.03,0.06,0.08,0.06,1,-2.36,5.45,0.91,0.53,4.04,6.16,0.57,-0.4,-3.98,0.36,0.49,-0.68,1.64,0.34,0.01,0.62,P
168,5.08,19.43,8.57,10.13,43.61,580.87,303.41,0.05,0.06,0.04,0.04,0.82,-6.52,4.95,0.97,0.57,7.68,-8.2,0.49,-0.99,1.74,0.39,0.46,-0.84,1.76,0.44,0.02,0.62,P
169,16.77,37.46,9.25,12.88,18.39,182.14,56.73,0.03,0.1,0.04,0.06,0.4,-16.97,33.13,0.58,0.53,17.66,-2.01,0.51,1.31,3.41,0.44,0.6,-0.16,0.72,0.42,0.01,0.55,P
170,5.95,12.1,8.84,8.82,13.27,18.05,18.94,0.07,0.21,0.04,0.04,0.65,-2.35,2.84,0.98,0.5,3,-4.65,0.54,1.17,2.86,0.47,0.52,-0.65,0.95,0.51,0.01,0.33,P
171,4.44,22.42,8.16,8.67,19.48,234.44,197.01,0.05,0.05,0.04,0.04,7.07,-8.18,-7.39,0.44,0.44,28.35,2.75,0.46,-1.5,3.82,0.34,0.4,-0.83,0.9,0.28,0.02,0.62,P
172,-1.15,20.29,18.74,14.74,18.01,37.28,44.08,0.05,0.04,0.04,0.05,1.42,133.14,13.49,0.62,0.58,20.19,8.64,0.51,0.93,9.39,0.52,0.47,-0.8,0.75,0.7,0.02,0.62,P
173,3.59,31.47,10.09,6.37,18.06,40.24,47.57,0.06,0.13,0.13,0.13,3.63,-1.71,8.29,1.71,0.44,2.56,-0.59,0.34,-2.14,2.56,0.46,0.83,0.88,0.63,0,0,0.23,P
174,5.97,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.06,0.05,0.1,0.08,0.45,5.85,0.85,0.14,22.64,-0.97,0.29,-1.25,0.55,0.37,0.64,1.04,0.45,0.17,0.01,0.57,P
175,6.78,12.74,7.5,8.56,13.71,27.18,29.05,0.04,0.04,0.04,0.04,0.55,-7.64,37.14,0.85,0.58,20.31,23.51,0.54,1.31,3.05,0.46,0.49,-0.91,0.63,0.32,0.02,0.63,P
176,5.01,20.16,8.58,13.12,10.99,49.3,91.2,0.07,0.06,0.06,0.04,0.63,-0.99,10.21,0.92,0.5,2.05,7.76,0.54,-1.88,3.67,0.4,0.69,-0.05,0.74,0.1,0.01,0.63,P
177,6.05,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.08,0.09,0.12,0.09,1.2,3.26,0.11,0.28,5.79,-1.02,0.29,-1.35,1.81,0.28,0.48,1,0.5,0.89,0.03,0.03,P
178,4.62,41.53,10.8,8.26,23.31,114.87,49.31,0.05,0.05,0.07,0.05,0.53,-5.34,5.65,0.86,0.43,4.92,-12.51,0.47,-0.83,-1.15,0.37,0.63,-0.13,0.63,0.66,0.02,0.63,P
179,-0.54,19.02,23.54,9.61,22.51,17.27,18.43,0.05,0.06,0.05,0.07,0.67,-2.82,28.27,1,0.55,5.08,-10.81,0.51,1.08,12.74,0.58,0.53,-0.5,0.67,0.63,0.01,0.64,P
180,12.46,15.78,10.72,6.74,20.89,47.56,94.3,0.06,0.03,0.05,0.07,4.39,-3.25,8.46,0.61,0.53,5.96,3.71,0.52,1.61,-0.93,0.42,0.54,-0.2,0.9,-0.21,0.02,0.61,P
181,16.46,14.04,5.97,10.18,32.89,52.77,66.48,0.06,0.05,0.04,0.06,1.2,-7.72,8.66,1.1,0.57,15.1,-18.69,0.5,-2.06,5.74,0.42,0.48,-0.8,1.2,0.33,0.02,0.62,P
182,5.36,14.47,6.87,7.62,28.67,45.84,34.83,0.04,0.04,0.06,0.07,2.29,-81.16,26.27,0.7,0.54,68.93,-21.6,0.52,1.59,6.35,0.45,0.42,-1.02,0.79,0.6,0.02,0.59,P
183,4.56,19.77,9.07,6.99,14.22,43.86,50.77,0.03,0.08,0.04,0.03,3.28,-1.33,2.77,0.79,0.51,2.01,1.19,0.42,-1.86,5.62,0.39,0.65,0.07,0.69,0.38,0.02,0.59,P
184,4.89,23.16,10.86,9.69,17.9,44.71,44.08,0.05,0.05,0.04,0.03,0.56,-4.42,30.12,0.76,0.49,10.69,-12.86,0.45,1.71,5.19,0.45,0.55,-0.76,0.39,0.52,0.02,0.59,P
185,5.33,20.25,13.39,7.75,23.24,67.4,94.86,0.14,0.07,0.08,0.1,0.72,-13.33,4.48,1.07,0.49,7.58,-3.26,0.5,-0.67,-4.03,0.3,0.63,-0.21,1.04,1.06,0.02,0.7,P
186,3.91,15.4,6.96,8.03,9.74,24.86,22,0.04,0.13,0.13,0.13,1.83,-1.92,7.8,2.05,0.44,2.81,-0.66,0.35,1.15,0.7,0,0.58,0.74,0.65,-0.76,0,0.22,P
187,-1.1,50.2,8.52,9.08,22.11,24.1,22.76,0.06,0.07,0.07,0.07,1.86,-4.81,11.25,0.4,0.56,8.62,15.15,0.56,1.35,10.13,0.46,0.53,-0.69,0.77,0.92,0.01,0.61,P
188,6.08,17.44,14.52,6.28,11.8,52,28.41,0.06,0.04,0.03,0.03,1.12,19.16,17.49,0.7,0.59,-27,5.52,0.52,0.71,9.4,0.58,0.46,-1.07,1.06,-0.03,0.02,0.62,P
189,4.98,13.33,7.46,8.49,26.89,25.02,23.31,0.07,0.08,0.04,0.07,1.56,-3.39,6.06,0.6,0.54,4.1,2.98,0.55,-0.57,-2.24,0.38,0.49,-0.49,0.75,0.66,0.02,0.64,P
190,5.16,26.02,11.55,9.06,23.66,36.27,50.13,0.19,0.05,0.03,0.04,0.56,-5.11,22.48,1.03,0.56,5.85,-4.49,0.47,-1.26,1.11,0.42,0.61,-0.59,1.1,0.67,0.01,0.63,P
191,2.67,27.06,19.15,8.31,27.62,118.33,46.81,0.06,0.13,0.04,0.04,0.71,-2.47,7.59,1.61,0.58,4.3,-3.21,0.46,1.6,5.39,0.49,0.75,0.14,1.04,0.46,0.02,0.61,P
192,5.46,14.08,8.01,13.79,14.87,180.04,165.61,0.06,0.04,0.05,0.05,1.19,-11.11,-10.46,0.41,0.63,-13.4,3.39,0.55,1.56,3.02,0.42,0.52,-1.09,1.66,0.07,0.02,0.59,P
193,4.33,141.99,8.89,13.49,109.09,141.7,170.93,0.05,0.1,0.04,0.04,0.33,-38.17,5.22,0.83,0.53,6.83,-2.13,0.5,1.54,-1.35,0.45,0.45,-0.24,1.09,0.24,0.01,0.49,P
194,5.91,21.27,11.49,9.16,15.97,27.93,20.22,0.17,0.04,0.03,0.04,1.55,-4.47,5.35,1.09,0.59,4.87,54.47,0.52,-1.54,6.91,0.42,0.53,-1,1.45,0.52,0.01,0.64,P
195,5.2,12.42,7.75,9.15,7.4,22.77,25.66,0.04,0.22,0.05,0.06,-43.95,23.95,8.48,0.62,0.57,-148.91,1.74,0.51,1.72,7.84,0.46,0.53,-1.21,1.81,0.14,0.02,0.61,P
196,5.98,25.82,8.08,9.16,41.2,44.08,73.3,0.07,0.05,0.04,0.07,1,-33.44,7.24,0.66,0.53,9.13,10.56,0.53,1.92,15.64,0.47,0.55,-0.66,0.97,0.81,0.02,0.61,P
197,15.12,24.56,9.09,7.82,20.03,35.81,38.06,0.04,0.1,0.04,0.04,4.2,-3.39,12.18,0.4,0.66,10.98,3.98,0.6,1.57,-1.05,0.42,0.49,-1.24,0.94,0.34,0.02,0.59,P
198,4.38,61.98,11.05,8.94,16.16,36.47,55.47,0.05,0.05,0.04,0.04,1,-4.12,-22.2,0.57,0.54,11.42,-76.56,0.51,-0.95,0.21,0.37,0.51,-0.91,1.31,0.56,0.02,0.61,P
199,4.8,38.62,14.03,9.11,19.99,34.74,41.71,0.13,0.07,0.04,0.04,0.39,-5.48,4.79,0.43,0.51,6.27,11.7,0.54,-1.18,3.03,0.41,0.57,-0.25,0.94,0.48,0.02,0.61,P
200,5.76,20.02,8.27,8.3,19.89,334.97,246.11,0.09,0.08,0.07,0.06,0.7,-5.72,14.36,0.91,0.5,10.33,-6.94,0.5,-0.47,-4.59,0.38,0.47,-0.8,1.21,0.73,0.02,0.64,P
201,4.63,40.42,9.9,7.92,14.23,26.3,31.97,0.03,0.07,0.06,0.06,1.95,-3.22,-489.1,0.5,0.58,10.83,3.38,0.52,-0.36,5.94,0.37,0.43,-0.72,1.37,0.58,0.02,0.59,P
202,5.58,31.96,11.47,13.98,10.97,33.27,25.54,0.03,0.03,0.04,0.05,1.32,-0.51,4.31,1.09,0.53,1.65,1.59,0.67,-0.84,0.82,0.4,0.64,-0.79,1.29,0.15,0.01,0.62,P
203,-1.16,18.95,9.08,7.63,42.19,40.69,33.24,0.05,0.04,0.03,0.04,0.88,-1,4.55,0.94,0.55,2.25,17.69,0.55,-1.56,6.53,0.4,0.57,-0.35,1.59,0.67,0.01,0.52,P
204,6.31,38.51,11.49,7.72,20.76,23.91,22.29,0.09,0.05,0.04,0.04,0.45,-3.24,-6.56,-0.01,0.59,16.6,8.81,0.57,1.57,6.1,0.46,0.53,-0.51,0.71,0.48,0.02,0.54,P
205,4.13,23.84,9.1,10.07,21.92,24.45,19.74,0.04,0.13,0.13,0.13,0.75,-6.49,-207.99,1.86,0.58,40.44,-1.11,0.34,-0.84,-0.15,0.38,0.61,0.63,0.54,0.56,0.01,0.55,P
206,-0.9,12.3,8.98,15.18,16.24,62.6,54.91,0.04,0.03,0.08,0.05,2.29,-4.54,4.7,0.8,0.59,9.84,-71.14,0.56,1.28,9.3,0.48,0.57,-1.1,1.16,0.49,0.02,0.59,P
207,12.35,15.67,9.42,5.81,14.1,180.18,190.6,0.03,0.08,0.03,0.04,1.42,-1.91,-20.6,0.89,0.59,7.1,5.02,0.5,1.21,6.5,0.51,0.61,-1.73,1.72,0.1,0.01,0.61,P
208,7.56,19.89,9.24,7.43,17.28,34.54,37.09,0.06,0.03,0.06,0.04,1.68,-3.78,-14.51,0.62,0.58,15.91,-19.58,0.51,1.32,9.98,0.48,0.57,-2.14,0.91,0.67,0.01,0.65,P
209,5.26,24.62,8.99,7.81,34.12,77.3,74.21,0.14,0.1,0.06,0.09,0.57,-7.78,2.46,0.74,0.5,3.77,-4.59,0.37,-1.7,6.97,0.44,0,0.13,0.94,0.42,0.02,0.63,P
210,5.73,21.44,15.98,14.08,36.82,29.96,43.42,0.17,0.28,0.05,0.06,0.69,-6.74,2.63,0.55,0.63,3.13,-11.19,0.5,-0.7,-3.24,0.41,0.42,0.24,0.51,0.58,0.03,0.03,P
211,15.02,19.72,7.64,12,15.15,39.79,31.31,0.04,0.05,0.04,0.07,0.53,-7.95,21.62,0.78,0.51,9.71,-14.31,0.53,-0.23,-6.65,0.39,0.45,-0.7,0.81,0.33,0.01,0.62,P
212,3.18,12.73,10,8.86,11.37,53.18,46.13,0.08,0.27,0.14,0.12,0.69,-5.1,8.98,0.51,0.67,8.28,-3.58,0.53,1.48,-2.82,0.47,0.4,-0.26,0.75,0.53,0.02,0.56,P
213,-0.98,150.83,18.17,14.54,13.01,48.48,41.42,0.06,0.13,0.03,0.03,0.35,-5.99,3.09,1.32,0.52,4.74,-4.58,0.46,2.04,6.06,0.41,0.52,-0.34,0.85,0.31,0.01,0.48,P
214,6.95,25.76,9.14,10.13,23.41,39.49,31.91,0.04,0.05,0.07,0.07,1,-2.14,-81.33,0.62,0.57,9.83,3.05,0.55,-0.95,-0.37,0.4,0.6,-0.34,0.83,-0.02,0.02,0.62,P
215,5.78,13.06,8.5,12.8,10.98,118.29,105.84,0.04,0.06,0.08,0.06,1.19,-1.88,2.72,1.27,0.59,3.33,2.46,0.53,2.01,7.64,0.48,0.74,-0.46,1.53,-0.03,0.01,0.56,P
216,-2.11,19.84,13.59,10.5,31.11,29.62,24.76,0.04,0.03,0.04,0.03,1.08,-3.83,-23.36,0.57,0.53,26.52,3.99,0.48,-0.87,-1.15,0.36,0.41,-1.93,0.89,0.25,0.02,0.55,P
217,5.55,35.15,20.91,9.46,14.84,53.79,29.1,0.08,0.05,0.14,0.12,0.92,-5.24,11.54,0.95,0.61,5.91,-4.22,0.54,0.36,31.83,0.69,0.49,-0.57,1.07,0.96,0.02,0.59,P
218,5.19,12.06,11.27,8.83,12.67,17.17,18.65,0.06,0.05,0.04,0.05,0.37,-2.74,3.44,1.26,0.48,2.79,81.95,0.51,-0.74,-2.14,0.36,0.67,-0.25,0.42,0.26,0.01,0.54,P
219,5.37,15.9,6.37,7.57,22.13,39.59,50.89,0.04,0.05,0.04,0.05,5.68,-3.19,12.17,0.94,0.6,9.99,4.72,0.5,-0.95,1.57,0.29,0.56,-1.04,0.76,0.64,0.02,0.63,P
220,5.22,20.84,9.63,10.28,17.49,64.35,67.39,0.03,0.04,0.06,0.04,1.06,-3.45,-122.01,0.6,0.54,12.31,12.08,0.56,2.29,4.46,0.43,0.5,-1.19,1.14,0.23,0.01,0.59,P
221,-0.93,259.26,17.09,333.33,94.9,466.67,466.67,0.05,0.05,0.04,0.04,0.29,-2.86,2.98,0.87,0.58,2.88,-6.64,0.49,-0.68,-2.1,0.4,0.55,0.12,0.99,0.17,0.01,0.48,P
222,4.84,35.17,8.22,13.64,8.85,82.24,48.78,0.04,0.04,0.1,0.07,1.06,194.49,10.49,0.53,0.55,-25.44,-15.58,0.55,1.43,9.24,0.51,0.61,-1.17,1.39,0.27,0.01,0.52,P
223,4.62,26.75,11.65,8.73,27.54,29.89,50.93,0.06,0.15,0.04,0.05,1,-4.07,2.64,0.74,0.59,3.52,3.46,0.63,-1.22,3.84,0.42,0.51,-0.73,1.29,0.37,0.01,0.63,P
224,16.37,12.79,11.36,9.14,13.55,27.03,28.86,0.14,0.04,0.1,0.08,0.95,-1.53,2.86,1.06,0.53,1.98,32.79,0.5,1.76,-1.31,0.44,0.45,0.07,1.11,-0.1,0.01,0.5,P
